"Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze"
"Berlin (1936),1936,Fencing,Fencing,Hans Granfelt,SWE,Men,Ã©pÃ©e team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Sven Thofelt,SWE,Men,Ã©pÃ©e team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Giorgio Bocchino,ITA,Men,foil individual men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Giulio Gaudini,ITA,Men,foil individual men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Edouard Gardere,FRA,Men,foil individual men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Ellen S. Preis-mÃ¼ller,AUT,Women,foil individual women,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Ilona Elek,HUN,Women,foil individual women,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Helene Mayer,GER,Women,foil individual women,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Otto Adam,GER,Men,foil team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Erwin Casmir,GER,Men,foil team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Julius Eisenecker,GER,Men,foil team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,August Heim,GER,Men,foil team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Siegfried Lerdon,GER,Men,foil team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Stefan Rosenbauer,GER,Men,foil team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Giorgio Bocchino,ITA,Men,foil team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Manlio Di rosa,ITA,Men,foil team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Giulio Gaudini,ITA,Men,foil team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Gioachino Guaragna,ITA,Men,foil team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Gustavo Marzi,ITA,Men,foil team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Ciro Verratti,ITA,Men,foil team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,RenÃ© Bondoux,FRA,Men,foil team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,RenÃ© Bougnol,FRA,Men,foil team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Jacques Coutrot,FRA,Men,foil team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,AndrÃ© Gardere,FRA,Men,foil team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Edouard Gardere,FRA,Men,foil team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,RenÃ© Lemoine,FRA,Men,foil team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Aladar Gerevich,HUN,Men,sabre individual men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Endre Kabos,HUN,Men,sabre individual men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Gustavo Marzi,ITA,Men,sabre individual men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Erwin Casmir,GER,Men,sabre team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Julius Eisenecker,GER,Men,sabre team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Hans Esser,GER,Men,sabre team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,August Heim,GER,Men,sabre team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Hans JÃ¶rger,GER,Men,sabre team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Richard Wahl,GER,Men,sabre team men,Bronze,0,0,1"
"Berlin (1936),1936,Fencing,Fencing,Tibor Berczelly,HUN,Men,sabre team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Aladar Gerevich,HUN,Men,sabre team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Endre Kabos,HUN,Men,sabre team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Pal Adam Kovacs,HUN,Men,sabre team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Laszlo Rajcsanyi,HUN,Men,sabre team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Imre Rajczy,HUN,Men,sabre team men,Gold,1,0,0"
"Berlin (1936),1936,Fencing,Fencing,Giulio Gaudini,ITA,Men,sabre team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Gustavo Marzi,ITA,Men,sabre team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Aldo Masciotta,ITA,Men,sabre team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Aldo Montano,ITA,Men,sabre team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Vincenzo Pinton,ITA,Men,sabre team men,Silver,0,1,0"
"Berlin (1936),1936,Fencing,Fencing,Athos Tanzini,ITA,Men,sabre team men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Arne Brustad,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Nils Eriksen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Odd Frantzen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Sverre Hansen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Rolf Holmberg,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Oivind Holmsen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Fredrik Horn,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Magnar Isaksen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Henry Johansen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Jorgen Juve,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Reidar Osvald Kvammen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Alf Martinsen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Magdalon Johannes Monsen,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Frithjof Ulleberg,NOR,Men,football men,Bronze,0,0,1"
"Berlin (1936),1936,Football,Football,Giuseppe Baldo,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Sergio Bertoni,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Carlo Biagi,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Giulio Cappelli,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Alfredo Foni,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Annibale Frossi,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Francesco Gabriotti,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Ugo Locatelli,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Libero Marchini,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Alfonso Negro,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Achille Piccini,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Pietro Rava,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Luigi Scarabello,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Bruno Venturini,ITA,Men,football men,Gold,1,0,0"
"Berlin (1936),1936,Football,Football,Franz Fuchsberger,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Max Hofmeister,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Eduard Kainberger,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Karl Kainberger,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Martin Kargl,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Josef KitzmÃ¼ller,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Anton Krenn,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Ernst KÃ¼nz,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Adolf Laudon,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Franz Mandl,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Klement Steinmetz,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Karl WallmÃ¼ller,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Football,Football,Walter Werginz,AUT,Men,football men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Konrad Frey,GER,Men,floor exercises men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eugen Mack,SUI,Men,floor exercises men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Georges Miez,SUI,Men,floor exercises men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Josef Walter,SUI,Men,floor exercises men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Karl-Alfred Schwarzmann,GER,Men,horizontal bar men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Aleksanteri Saarvala,FIN,Men,horizontal bar men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Konrad Frey,GER,Men,horizontal bar men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Konrad Frey,GER,Men,individual all-round men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Karl-Alfred Schwarzmann,GER,Men,individual all-round men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eugen Mack,SUI,Men,individual all-round men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Karl-Alfred Schwarzmann,GER,Men,parallel bars men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Konrad Frey,GER,Men,parallel bars men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Michael Reusch,SUI,Men,parallel bars men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Albert Bachmann,SUI,Men,pommel horse men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Konrad Frey,GER,Men,pommel horse men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eugen Mack,SUI,Men,pommel horse men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Matthias Max Volz,GER,Men,rings men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Alois Hudec,TCH,Men,rings men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Leon Stukelj,YUG,Men,rings men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Mauri Kalervo Nyberg-noroma,FIN,Men,team competition men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Veikko Ilmari Pakarinen,FIN,Men,team competition men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Aleksanteri Saarvala,FIN,Men,team competition men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Heikki Savolainen,FIN,Men,team competition men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Esa Seeste,FIN,Men,team competition men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Einari Allan TerÃ¤svirta,FIN,Men,team competition men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eino Tukiainen,FIN,Men,team competition men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Martti Uosikkinen,FIN,Men,team competition men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Franz Ernst Beckert,GER,Men,team competition men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Konrad Frey,GER,Men,team competition men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Karl-Alfred Schwarzmann,GER,Men,team competition men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Willi Friedrich Stadel,GER,Men,team competition men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Innozenz (Inno) Stangl,GER,Men,team competition men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Walter Johan Steffens,GER,Men,team competition men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Matthias Max Volz,GER,Men,team competition men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Ernst Friedrich Winter,GER,Men,team competition men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Walter Bach,SUI,Men,team competition men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Albert Bachmann,SUI,Men,team competition men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Walter Beck,SUI,Men,team competition men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eugen Mack,SUI,Men,team competition men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Georges Miez,SUI,Men,team competition men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Michael Reusch,SUI,Men,team competition men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eduard Steinemann,SUI,Men,team competition men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Josef Walter,SUI,Men,team competition men,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Margit Csillik,HUN,Women,team competition women,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Margit Kalocsai,HUN,Women,team competition women,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Ilona Madary,HUN,Women,team competition women,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Gabriella Meszaros,HUN,Women,team competition women,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Margit Nagy-sandor,HUN,Women,team competition women,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Olga TÃ¶rÃ¶s,HUN,Women,team competition women,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Judith TÃ¶th,HUN,Women,team competition women,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eszter Voit,HUN,Women,team competition women,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Anita BÃ¤rwirth,GER,Women,team competition women,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Erna BÃ¼rger,GER,Women,team competition women,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Isolde FrÃ¶lian,GER,Women,team competition women,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Friederike (Friedl) Iby,GER,Women,team competition women,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Gertrude (Trudi) Meyer,GER,Women,team competition women,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Paula PÃ¶hlsen,GER,Women,team competition women,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Julie Schmitt,GER,Women,team competition women,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,KÃ¤the Sohnemann,GER,Women,team competition women,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Jaroslava Bajerova,TCH,Women,team competition women,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Vlasta Dekanova,TCH,Women,team competition women,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Bozena Dobesova,TCH,Women,team competition women,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Vlasta Foltova,TCH,Women,team competition women,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Anna Hrebrinova,TCH,Women,team competition women,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Matylda Palfyova,TCH,Women,team competition women,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Zdenka Vermirovska,TCH,Women,team competition women,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Marie Vetrovska,TCH,Women,team competition women,Silver,0,1,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Matthias Max Volz,GER,Men,vault men,Bronze,0,0,1"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Karl-Alfred Schwarzmann,GER,Men,vault men,Gold,1,0,0"
"Berlin (1936),1936,Gymnastics,Artistic Gymnastics,Eugen Mack,SUI,Men,vault men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Max Blosch,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Rolf FÃ¤s,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Burkhard Gantenbein,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Willy Gysi,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Erland Herkenrath,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Ernst Hufschmid,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Willy Hufschmid,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Werner Meyer,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Georg Mischon,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Willy SchÃ¤fer,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Werner Scheurmann,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Eduard Schmid,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Erich Schmitt,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Eugen Seiterle,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Max Streib,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Robert Studer,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Rudolf Wirz,SUI,Men,handball men,Bronze,0,0,1"
"Berlin (1936),1936,Handball,Handball,Willi Bandholz,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Wilhelm Baumann,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Helmut Berthold,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Helmut Braselmann,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Wilhelm Brinkmann,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Georg Dascher,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Kurt Dossin,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Fritz Fromm,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Hermann Hansen,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Erich Hermann,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Heinrich Keimig,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Hans Keiter,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Alfred Klingler,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Arthur Knautz,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Heinz KÃ¶rvers,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Karl Kreutzberg,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Wilhelm Muller,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,GÃ¼nter Ortmann,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Edgar Reinhardt,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Fritz Spengler,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Rudolf Stahl,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Hans Theilig,GER,Men,handball men,Gold,1,0,0"
"Berlin (1936),1936,Handball,Handball,Franz Bartl,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Franz Berghammer,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Franz Bistricky,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Franz Brunner,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Johann Houchka,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Emil Juracka,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Ferdinand Kiefler,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Josef Kreci,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Otto Licha,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Friedrich Maurer,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Anton Perwein,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Siegfried Powolny,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Siegfried Purner,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Walter Reisp,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Alfred Schmalzer,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Alois Schnabel,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Ludwig Schuberth,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Johann Tauscher,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Jaroslav Volak,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Leopold Wohlrab,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Friedrich WurmbÃ¶ck,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Handball,Handball,Johann Zehetner,AUT,Men,handball men,Silver,0,1,0"
"Berlin (1936),1936,Hockey,Hockey,Hendrik Christiaan De looper,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Jan De looper,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Agathon De roos,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Reindert Berend Jan De waal,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Pieter Adriaan Gunning,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Carl Erich Heybroek,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Henri Carel Willem Schnitger,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Rene Sparenberg,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Ernst Willem Van den berg,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Rudolf Jacob Van der haar,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Antoine Robert Onslow Van lierop,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Max Westerkamp,NED,Men,hockey men,Bronze,0,0,1"
"Berlin (1936),1936,Hockey,Hockey,Richard James Allen,IND,Men,hockey men,Gold,1,0,0"
"Berlin (1936),1936,Hockey,Hockey,Dhyan Chand Bais,IND,Men,hockey men,Gold,1,0,0"
"Berlin (1936),1936,Hockey,Hockey,Roop Singh Bais,IND,Men,hockey men,Gold,1,0,0"
"Berlin (1936),1936,Hockey,Hockey,Ernest John Cullen-goodsir,IND,Men,hockey men,Gold,1,0,0"
"Berlin (1936),1936,Hockey,Hockey,Iqtidar Ali Shah Dara,IND,Men,hockey men,Gold,1,0,0"
